Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,Alk-Phen,HAR_Total,SAR,HAR_Ca,RSC,Na%
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",12-07-2005,2642.0,34.0,48.0,213.84,598.0,23.0,993.0,408.0,0.0,414.8,0.6,7.7,4560.0,340.0,0.0,1000.0,8.227251,120.0,0.0,55.82878
63416,Tirupur,Tirupur,Thutheripalayam,"10°56'10""","77°20'20""",12-07-2005,1066.0,10.0,12.0,36.45,322.0,7.0,248.0,250.0,0.0,292.8,0.65,7.7,1690.0,240.0,0.0,180.0,10.44216,30.0,1.201125,78.75962
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",12-07-2005,652.0,28.0,42.0,57.105,92.0,1.0,128.0,144.0,0.0,128.1,0.84,8.0,1050.0,105.0,0.0,340.0,2.171057,105.0,0.0,36.97677
HP2CBE18,Tirupur,Tirupur,Avinahsi palayam south,"10°58'00""","77°27'45""",12-07-2005,1038.0,11.0,32.0,46.17,290.0,3.0,262.0,173.0,0.0,366.0,0.76,7.7,1720.0,300.0,0.0,270.0,7.679526,80.0,0.6030293,69.74152
HP2CBE19,Tirupur,Tirupur,Veerapandi,"11°04'45""","77°21'00""",12-07-2005,3932.0,34.0,120.0,376.65,743.0,27.0,1808.0,624.0,0.0,164.7,0.63,7.6,6750.0,135.0,0.0,1850.0,7.515744,300.0,0.0,46.17516
HP2CBE20,Tirupur,Tirupur,Neruperichal,"11°09'00""","77°23'15""",12-07-2005,395.0,11.0,26.0,41.31,58.0,2.0,28.0,48.0,2.747708,232.1893,0.59,8.1,600.0,235.0,0.0,235.0,1.646285,65.0,0.0,34.69827
HP2CBE21,Tirupur,Tirupur,Alagumalai,"11°00'45""","77°27'00""",12-07-2005,1046.0,9.0,24.0,36.45,311.0,3.0,234.0,240.0,0.0,317.2,0.53,7.6,1710.0,260.0,0.0,210.0,9.338243,60.0,1.002211,75.99181
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",13-07-2005,325.0,7.0,40.0,30.375,143.0,22.0,67.0,30.0,7.914542,421.9857,0.76,8.3,1140.0,430.0,5.0,225.0,4.148753,100.0,2.685016,55.15038
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",13-07-2005,842.0,18.0,60.0,57.105,115.0,51.0,174.0,192.0,6.0,213.5,0.5,8.7,1390.0,185.0,5.0,385.0,2.550469,150.0,0.0,35.73022
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",13-07-2005,617.0,8.0,12.0,43.74,159.0,16.0,67.0,34.0,18.0,463.6,1.01,8.6,1090.0,410.0,15.0,210.0,4.773637,30.0,4.000882,60.01767
HP1E11,Tirupur,Avinahsi,Timmanaickanpalayam,"11°09'00""","77°25'30""",20-07-2005,464.0,0.05,74.0,25.515,64.0,6.0,89.0,43.0,1.562263,263.4062,0.68,7.8,820.0,265.0,0.0,290.0,1.63578,185.0,0.0,31.88877
HP2E10,Tirupur,Kangeyam,Keeranur,"11°04'40""","77°33'00""",20-07-2005,496.0,34.0,12.0,24.3,85.0,39.0,35.0,43.0,2.567714,172.353,1.4,8.2,800.0,175.0,0.0,130.0,3.243706,30.0,0.312229,50.69486
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",20-07-2005,1114.0,12.0,46.0,64.395,242.0,26.0,390.0,125.0,0.0,335.5,1.57,7.9,2060.0,275.0,0.0,380.0,5.401871,115.0,0.0,56.03342
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",20-07-2005,1192.0,12.0,84.0,63.18,248.0,26.0,397.0,98.0,0.0,445.3,1.9,8.2,2140.0,365.0,0.0,470.0,4.978246,210.0,0.0,51.7546
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",20-07-2005,528.0,29.0,26.0,49.815,64.0,23.0,64.0,48.0,30.0,189.1,1.2,8.5,830.0,205.0,25.0,270.0,1.694712,65.0,0.0,31.74716
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",20-07-2005,319.0,3.0,18.0,13.365,69.0,11.0,57.0,34.0,1.582653,168.3673,1.6,8.0,610.0,170.0,0.0,100.0,3.002783,45.0,0.8144466,56.83542
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",20-07-2005,1265.0,13.0,52.0,75.33,292.0,26.0,397.0,125.0,42.0,396.5,1.22,7.9,2040.0,395.0,35.0,440.0,6.057236,130.0,0.0,57.31609
HP1E10,Tirupur,Kankeyam,Vellakoil,"10°56'40""","77°42'45""",20-07-2005,1148.0,13.0,19.2,17.496,265.0,26.0,383.0,127.0,114.0,0.0,0.57,7.6,2060.0,385.0,290.0,120.0,10.52717,48.0,1.402117,79.00664
HP2E13,Tirupur,Kangeyam,Manur,"11°06'40""","77°28'00""",21-07-2005,1220.0,12.0,76.0,70.47,251.0,27.0,404.0,146.0,36.0,311.1,1.3,7.9,2120.0,315.0,30.0,480.0,4.985492,190.0,0.0,51.49933
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",01-01-2006,428.0,6.0,40.0,54.675,32.0,17.0,43.0,10.0,0.9928031,333.9914,,7.5,750.0,335.0,0.0,325.0,0.7723796,100.0,0.0,16.7258
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",01-01-2006,314.0,8.0,34.0,31.59,28.0,12.0,35.0,10.0,3.864302,206.0359,,8.3,550.0,210.0,5.0,215.0,0.8309856,85.0,0.0,20.92273
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",01-01-2006,765.0,41.0,70.0,42.525,113.0,18.0,110.0,19.0,0.0,420.9,,7.7,1200.0,345.0,0.0,350.0,2.628679,175.0,0.0,39.74067
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",03-01-2006,278.0,3.0,32.0,20.655,23.0,10.0,32.0,86.0,0.7408406,99.21944,,7.9,460.0,100.0,0.0,165.0,0.7792439,80.0,0.0,21.97413
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",03-01-2006,260.0,3.0,40.0,19.44,30.0,11.0,32.0,17.0,0.5964466,159.3837,,7.6,460.0,160.0,0.0,180.0,0.9731921,100.0,0.0,25.1812
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",03-01-2006,262.0,2.0,26.0,21.87,35.0,11.0,28.0,24.0,0.6523704,174.3277,,7.6,460.0,175.0,0.0,155.0,1.223392,65.0,0.0,31.06384
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",03-01-2006,257.0,4.0,32.0,18.225,30.0,11.0,25.0,23.0,0.6150878,164.365,,7.6,440.0,165.0,0.0,155.0,1.048708,80.0,0.0,27.86562
63538,Tirupur,Kangeyam,Punjathalaiyur,"10°51'20""","77°48'30""",04-01-2006,312.0,14.0,32.0,17.01,39.0,11.0,28.0,53.0,0.1359215,114.8578,,7.1,480.0,115.0,0.0,150.0,1.385876,80.0,0.0,34.10253
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",04-01-2006,260.0,2.0,32.0,20.655,23.0,15.0,35.0,34.0,0.1772912,149.8164,,7.1,460.0,150.0,0.0,165.0,0.7792439,80.0,0.0,21.37377
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",04-01-2006,336.0,25.0,38.0,20.655,30.0,11.0,32.0,32.0,0.1181916,99.87551,,7.1,520.0,100.0,0.0,180.0,0.9731692,95.0,0.0,25.18037
HP1E10,Tirupur,Kankeyam,Vellakoil,"10°56'40""","77°42'45""",04-01-2006,254.0,4.0,32.0,20.655,25.0,9.0,32.0,32.0,0.5218814,139.4582,,7.6,440.0,140.0,0.0,165.0,0.8470043,80.0,0.0,23.567
HP2E10,Tirupur,Kangeyam,Keeranur,"11°04'40""","77°33'00""",06-01-2006,252.0,3.0,32.0,18.225,30.0,12.0,32.0,23.0,0.4445128,149.5397,,7.5,460.0,150.0,0.0,155.0,1.048708,80.0,0.0,27.71426
HP2E13,Tirupur,Kangeyam,Manur,"11°06'40""","77°28'00""",06-01-2006,262.0,2.0,32.0,18.225,30.0,11.0,32.0,39.0,0.559164,149.4209,,7.6,460.0,150.0,0.0,155.0,1.048708,80.0,0.0,27.86562
63405,Tirupur,Tirupur,Vavipalayam,"10°52'20""","77°17'05""",13-01-2006,575.0,22.0,40.0,51.03,92.0,7.0,82.0,29.0,0.0,353.8,,7.8,1010.0,290.0,0.0,310.0,2.273709,100.0,0.0,38.56703
63416,Tirupur,Tirupur,Thutheripalayam,"10°56'10""","77°20'20""",13-01-2006,615.0,20.0,62.0,25.515,104.0,21.0,89.0,14.0,0.0,420.9,,7.6,1020.0,345.0,0.0,260.0,2.807212,155.0,1.705406,44.11455
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",13-01-2006,632.0,19.0,68.0,41.31,97.0,18.0,103.0,38.0,0.0,366.0,,7.6,1080.0,300.0,0.0,340.0,2.28942,170.0,0.0,36.77721
HP2CBE18,Tirupur,Tirupur,Avinahsi palayam south,"10°58'00""","77°27'45""",13-01-2006,390.0,11.0,32.0,32.805,53.0,9.0,103.0,38.0,0.7073379,119.2611,,7.8,680.0,120.0,0.0,215.0,1.572906,80.0,0.0,33.74386
HP2CBE19,Tirupur,Tirupur,Veerapandi,"11°04'45""","77°21'00""",13-01-2006,893.0,21.0,64.0,106.92,99.0,16.0,291.0,58.0,0.0,329.4,,7.6,1670.0,270.0,0.0,600.0,1.7586,160.0,0.0,25.77424
HP1CBE04,Tirupur,Palladam,Pulliappampalayam,"10°56'00""","77°16'30""",14-01-2006,868.0,18.0,24.0,32.805,230.0,15.0,96.0,192.0,0.0,396.5,,7.5,1440.0,325.0,0.0,195.0,7.166928,60.0,2.601979,70.03331
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",14-01-2006,895.0,18.0,64.0,49.815,193.0,12.0,227.0,62.0,0.0,414.8,,7.5,1560.0,340.0,0.0,365.0,4.39624,160.0,0.0,52.48521
HP2CBE16,Tirupur,Palladam,K.Ayyampalayam,"10°58'30""","77°13'30""",14-01-2006,777.0,19.0,50.0,49.815,159.0,13.0,149.0,77.0,0.0,390.4,,7.5,1310.0,320.0,0.0,330.0,3.808805,125.0,0.0,49.96099
HP2CBE20,Tirupur,Tirupur,Neruperichal,"11°09'00""","77°23'15""",14-01-2006,605.0,19.0,58.0,34.02,104.0,16.0,89.0,15.0,0.0,408.7,,7.7,1020.0,335.0,0.0,285.0,2.681065,145.0,1.005197,42.56884
HP2CBE21,Tirupur,Tirupur,Alagumalai,"11°00'45""","77°27'00""",14-01-2006,634.0,18.0,60.0,60.75,74.0,14.0,121.0,38.0,0.0,372.1,,7.7,1180.0,305.0,0.0,400.0,1.610085,150.0,0.0,27.81997
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",07-07-2006,554.0,10.0,44.0,52.245,67.0,34.0,110.0,17.0,0.0,372.1,0.64,7.6,1000.0,305.0,0.0,325.0,1.617212,110.0,0.0,28.35265
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",07-07-2006,545.0,7.0,50.0,32.805,97.0,23.0,46.0,42.0,0.0,445.3,0.75,7.7,980.0,365.0,0.0,260.0,2.618009,125.0,2.104339,42.18323
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",07-07-2006,577.0,13.0,60.0,23.085,120.0,14.0,71.0,12.0,0.0,439.2,0.76,7.7,980.0,360.0,0.0,245.0,3.336819,150.0,2.305136,49.84584
HP1CBE04,Tirupur,Palladam,Pulliappampalayam,"10°56'00""","77°16'30""",10-07-2006,620.0,27.0,48.0,58.32,81.0,11.0,152.0,7.0,0.0,286.7,0.75,7.7,1090.0,235.0,0.0,360.0,1.857658,120.0,0.0,32.03262
63416,Tirupur,Tirupur,Thutheripalayam,"10°56'10""","77°20'20""",10-07-2006,825.0,15.0,34.0,80.19,138.0,23.0,124.0,125.0,0.0,469.7,0.65,8.1,1450.0,385.0,0.0,415.0,2.947404,85.0,0.0,40.32328
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",10-07-2006,202.0,2.0,36.0,10.935,21.0,6.0,18.0,7.0,1.812067,153.125,0.84,8.1,350.0,155.0,0.0,135.0,0.7866958,90.0,0.0,24.27248
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",11-07-2006,57.0,1.0,8.0,4.86,2.0,4.0,11.0,14.0,0.1746964,14.76236,0.74,8.1,90.0,15.0,0.0,40.0,0.1376237,20.0,0.0,8.80107
HP2CBE16,Tirupur,Palladam,K.Ayyampalayam,"10°58'30""","77°13'30""",11-07-2006,1248.0,63.0,108.0,82.62,166.0,16.0,227.0,250.0,0.0,237.9,0.58,7.5,1980.0,195.0,0.0,610.0,2.924928,270.0,0.0,36.43419
HP2CBE18,Tirupur,Tirupur,Avinahsi palayam south,"10°58'00""","77°27'45""",11-07-2006,855.0,24.0,44.0,64.395,161.0,15.0,216.0,96.0,0.0,305.0,0.58,7.6,1460.0,250.0,0.0,375.0,3.617658,110.0,0.0,47.05917
HP2CBE19,Tirupur,Tirupur,Veerapandi,"11°04'45""","77°21'00""",11-07-2006,550.0,6.0,34.0,31.59,115.0,10.0,110.0,106.0,0.0,231.8,0.59,7.7,940.0,190.0,0.0,215.0,3.412977,85.0,0.0,52.35609
HP2CBE20,Tirupur,Tirupur,Neruperichal,"11°09'00""","77°23'15""",11-07-2006,1148.0,63.0,92.0,99.63,138.0,29.0,305.0,31.0,0.0,347.7,0.53,7.5,1940.0,285.0,0.0,640.0,2.373726,230.0,0.0,30.72935
HP2CBE21,Tirupur,Tirupur,Alagumalai,"11°00'45""","77°27'00""",11-07-2006,870.0,2.0,104.0,59.535,87.0,17.0,99.0,384.0,0.0,219.6,0.65,7.7,1440.0,180.0,0.0,505.0,1.684892,260.0,0.0,26.44834
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",25-07-2006,1020.0,9.0,28.0,72.9,235.0,31.0,312.0,182.0,0.0,237.9,1.2,8.2,1720.0,195.0,0.0,370.0,5.315523,70.0,0.0,55.52102
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",25-07-2006,1146.0,10.0,56.0,80.19,235.0,39.0,326.0,192.0,0.0,347.7,1.6,7.8,1840.0,285.0,0.0,470.0,4.716695,140.0,0.0,49.59032
63538,Tirupur,Kangeyam,Punjathalaiyur,"10°51'20""","77°48'30""",25-07-2006,894.0,15.0,44.0,70.47,179.0,23.0,199.0,77.0,0.0,469.7,1.0,8.0,1530.0,385.0,0.0,400.0,3.894337,110.0,0.0,47.56602
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",25-07-2006,1056.0,46.0,32.0,150.66,104.0,31.0,312.0,70.0,0.0,305.0,1.0,8.3,1840.0,250.0,0.0,700.0,1.710156,80.0,0.0,23.4257
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",25-07-2006,850.0,20.0,46.0,61.965,152.0,38.0,121.0,144.0,0.0,396.5,1.9,7.7,1490.0,325.0,0.0,370.0,3.438479,115.0,0.0,44.14189
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",25-07-2006,404.0,6.0,32.0,51.03,30.0,23.0,71.0,24.0,1.778429,238.1819,1.4,7.9,770.0,240.0,0.0,290.0,0.7665369,80.0,0.0,16.97071
HP2E10,Tirupur,Kangeyam,Keeranur,"11°04'40""","77°33'00""",25-07-2006,976.0,8.0,36.0,65.61,202.0,33.0,319.0,163.0,0.0,244.0,1.5,7.6,1690.0,200.0,0.0,360.0,4.63235,90.0,0.0,52.21979
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",25-07-2006,961.0,8.0,32.0,70.47,184.0,32.0,312.0,182.0,0.0,225.7,1.4,7.0,1680.0,185.0,0.0,370.0,4.162036,80.0,0.0,49.35049
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",02-01-2007,3183.0,224.0,272.0,286.74,299.0,55.0,865.0,245.0,0.0,335.5,0.85,7.5,4700.0,275.0,0.0,1860.0,3.016883,680.0,0.0,25.21385
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",02-01-2007,475.0,5.0,36.0,34.02,76.0,21.0,60.0,58.0,3.098573,261.8385,0.68,8.1,720.0,265.0,0.0,230.0,2.180735,90.0,0.0,39.17337
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",04-01-2007,5453.0,22.0,120.0,413.1,1127.0,196.0,2482.0,768.0,0.0,500.2,1.6,7.9,9200.0,410.0,0.0,2000.0,10.96411,300.0,0.0,52.1417
63538,Tirupur,Kangeyam,Punjathalaiyur,"10°51'20""","77°48'30""",04-01-2007,750.0,18.0,52.0,47.385,124.0,24.0,202.0,96.0,0.0,250.1,1.1,8.2,1270.0,205.0,0.0,325.0,2.993205,130.0,0.0,43.14336
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",04-01-2007,2453.0,39.0,56.0,247.86,423.0,43.0,879.0,442.0,0.0,378.2,1.2,7.8,4160.0,310.0,0.0,1160.0,5.403376,140.0,0.0,43.10043
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",04-01-2007,960.0,61.0,20.0,117.855,99.0,27.0,220.0,120.0,0.0,170.8,1.1,7.8,1460.0,140.0,0.0,535.0,1.862096,50.0,0.0,27.44074
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",04-01-2007,753.0,18.0,20.0,80.19,110.0,39.0,160.0,96.0,0.0,335.5,1.4,7.8,1260.0,275.0,0.0,380.0,2.455041,50.0,0.0,35.76309
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",04-01-2007,542.0,13.0,10.0,32.805,110.0,47.0,99.0,48.0,0.0,274.5,0.8,8.2,860.0,225.0,0.0,160.0,3.783551,25.0,1.300914,52.09103
HP1E10,Tirupur,Kankeyam,Vellakoil,"10°56'40""","77°42'45""",04-01-2007,2934.0,56.0,64.0,252.72,580.0,29.0,1092.0,576.0,0.0,183.0,1.1,7.8,4600.0,150.0,0.0,1200.0,7.284434,160.0,0.0,50.4976
63416,Tirupur,Tirupur,Thutheripalayam,"10°56'10""","77°20'20""",05-01-2007,684.0,27.0,36.0,59.535,115.0,18.0,124.0,25.0,0.0,372.1,0.58,7.8,1140.0,305.0,0.0,335.0,2.733906,90.0,0.0,41.14284
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",05-01-2007,149.0,4.0,26.0,8.505,10.0,8.0,14.0,15.0,0.7445314,79.20547,0.9,8.0,220.0,80.0,0.0,100.0,0.4352595,65.0,0.0,16.49522
HP2CBE18,Tirupur,Tirupur,Avinahsi palayam south,"10°58'00""","77°27'45""",05-01-2007,1154.0,50.0,120.0,43.74,184.0,43.0,220.0,163.0,0.0,317.2,0.55,7.9,1770.0,260.0,0.0,480.0,3.655412,300.0,0.0,42.81983
HP2CBE20,Tirupur,Tirupur,Neruperichal,"11°09'00""","77°23'15""",05-01-2007,471.0,17.0,30.0,32.805,81.0,22.0,67.0,10.0,1.172149,248.8028,0.52,7.7,790.0,250.0,0.0,210.0,2.432294,75.0,0.0,42.53867
HP2CBE21,Tirupur,Tirupur,Alagumalai,"11°00'45""","77°27'00""",05-01-2007,595.0,17.0,34.0,55.89,97.0,15.0,89.0,27.0,0.0,402.6,0.52,8.0,1070.0,330.0,0.0,315.0,2.378072,85.0,0.3033049,38.7133
HP2CBE19,Tirupur,Tirupur,Veerapandi,"11°04'45""","77°21'00""",05-01-2007,647.0,31.0,64.0,86.265,28.0,14.0,99.0,48.0,0.0,341.6,0.58,8.0,1090.0,280.0,0.0,515.0,0.536881,160.0,0.0,10.2619
HP1CBE04,Tirupur,Palladam,Pulliappampalayam,"10°56'00""","77°16'30""",06-01-2007,1848.0,140.0,160.0,131.22,244.0,25.0,475.0,62.0,0.0,262.3,0.94,7.8,2860.0,215.0,0.0,940.0,3.463313,400.0,0.0,35.33628
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",06-01-2007,431.0,11.0,30.0,34.02,74.0,18.0,67.0,10.0,2.864663,242.0724,0.63,8.1,760.0,245.0,0.0,215.0,2.19609,75.0,0.0,40.35744
HP2CBE16,Tirupur,Palladam,K.Ayyampalayam,"10°58'30""","77°13'30""",08-01-2007,1153.0,56.0,120.0,68.04,142.0,43.0,227.0,139.0,0.0,335.5,0.62,7.7,1710.0,275.0,0.0,580.0,2.566102,300.0,0.0,32.74322
HP1E11,Tirupur,Avinahsi,Timmanaickanpalayam,"11°09'00""","77°25'30""",11-01-2007,3009.0,49.0,72.0,160.38,695.0,59.0,808.0,768.0,0.0,457.5,1.2,7.7,4900.0,375.0,0.0,840.0,10.43358,180.0,0.0,62.29266
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",11-01-2007,723.0,9.0,14.0,94.77,87.0,12.0,330.0,72.0,0.0,146.4,1.2,7.9,1290.0,120.0,0.0,425.0,1.835966,35.0,0.0,30.062
HP2E10,Tirupur,Kangeyam,Keeranur,"11°04'40""","77°33'00""",11-01-2007,900.0,48.0,50.0,78.975,113.0,26.0,209.0,125.0,0.0,170.8,1.2,8.0,1300.0,140.0,0.0,450.0,2.317841,125.0,0.0,33.72566
HP1CBE04,Tirupur,Palladam,Pulliappampalayam,"10°56'00""","77°16'30""",05-07-2007,3765.0,84.0,48.0,165.24,1012.0,21.0,950.0,1008.0,0.0,378.2,0.66,7.5,5950.0,310.0,0.0,800.0,15.56683,120.0,0.0,72.70033
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",05-07-2007,1681.0,25.0,88.0,102.06,380.0,35.0,752.0,58.0,0.0,311.1,0.67,7.7,2960.0,255.0,0.0,640.0,6.536261,220.0,0.0,54.70634
HP2CBE16,Tirupur,Palladam,K.Ayyampalayam,"10°58'30""","77°13'30""",05-07-2007,1340.0,49.0,148.0,102.06,138.0,34.0,390.0,173.0,0.0,274.5,0.85,7.9,2270.0,225.0,0.0,790.0,2.136717,370.0,0.0,26.49421
63405,Tirupur,Tirupur,Vavipalayam,"10°52'20""","77°17'05""",05-07-2007,635.0,18.0,86.0,53.46,53.0,25.0,117.0,7.0,0.0,427.0,0.38,8.0,1170.0,350.0,0.0,435.0,1.105916,215.0,0.0,19.81286
63416,Tirupur,Tirupur,Thutheripalayam,"10°56'10""","77°20'20""",05-07-2007,883.0,18.0,40.0,48.6,202.0,28.0,149.0,106.0,0.0,457.5,0.98,7.9,1540.0,375.0,0.0,300.0,5.074843,100.0,1.503632,56.69432
63417,Tirupur,Tirupur,Pongalur,"10°58'30""","77°21'50""",05-07-2007,200.0,6.0,34.0,3.645,28.0,9.0,28.0,12.0,0.7037838,94.2565,0.87,7.9,300.0,95.0,0.0,100.0,1.218933,85.0,0.0,35.35529
HP2CBE18,Tirupur,Tirupur,Avinahsi palayam south,"10°58'00""","77°27'45""",05-07-2007,1288.0,60.0,64.0,136.08,184.0,12.0,397.0,46.0,0.0,366.0,0.29,7.8,2110.0,300.0,0.0,720.0,2.983614,160.0,0.0,35.25467
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",06-07-2007,915.0,64.0,80.0,104.49,41.0,32.0,163.0,25.0,0.0,372.1,0.83,7.6,1520.0,305.0,0.0,630.0,0.7107873,200.0,0.0,11.73869
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",06-07-2007,849.0,21.0,68.0,75.33,36.0,227.0,12.0,,0.0,445.3,0.95,7.6,1530.0,365.0,0.0,480.0,0.7150254,170.0,0.0,9.230757
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",06-07-2007,613.0,17.0,16.0,86.265,55.0,31.0,21.0,106.0,0.0,469.7,0.66,7.7,1070.0,385.0,0.0,395.0,1.203957,40.0,0.0,21.58734
HP2CBE19,Tirupur,Tirupur,Veerapandi,"11°04'45""","77°21'00""",06-07-2007,1804.0,25.0,68.0,102.06,235.0,313.0,638.0,154.0,0.0,366.0,0.34,7.8,2860.0,300.0,0.0,590.0,4.209758,170.0,0.0,34.05128
HP2CBE20,Tirupur,Tirupur,Neruperichal,"11°09'00""","77°23'15""",06-07-2007,561.0,11.0,44.0,36.45,87.0,34.0,92.0,48.0,0.0,341.6,0.36,8.1,950.0,280.0,0.0,260.0,2.347997,110.0,0.4040549,38.42266
HP1E11,Tirupur,Avinahsi,Timmanaickanpalayam,"11°09'00""","77°25'30""",11-07-2007,3016.0,140.0,72.0,140.94,547.0,274.0,709.0,326.0,0.0,652.7,1.4,7.3,4750.0,535.0,0.0,760.0,8.633304,180.0,0.0,51.73335
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",12-07-2007,6056.0,18.0,160.0,510.3,1316.0,59.0,3191.0,480.0,0.0,518.5,1.8,7.7,10440.0,425.0,0.0,2500.0,11.45128,400.0,0.0,52.6477
63538,Tirupur,Kangeyam,Punjathalaiyur,"10°51'20""","77°48'30""",12-07-2007,714.0,22.0,22.0,47.385,140.0,24.0,174.0,106.0,0.0,207.4,1.2,8.0,1140.0,170.0,0.0,250.0,3.85255,55.0,0.0,52.04565
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",12-07-2007,2009.0,70.0,64.0,150.66,396.0,20.0,666.0,240.0,0.0,323.3,1.3,7.7,3270.0,265.0,0.0,780.0,6.169255,160.0,0.0,51.68345
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",12-07-2007,745.0,28.0,28.0,86.265,74.0,33.0,128.0,144.0,0.0,256.2,1.2,8.2,1150.0,210.0,0.0,425.0,1.561735,70.0,0.0,25.63013
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",12-07-2007,557.0,6.0,34.0,48.6,74.0,39.0,89.0,77.0,0.0,335.5,1.6,8.1,960.0,275.0,0.0,285.0,1.907341,85.0,0.0,32.47311
HP1E10,Tirupur,Kankeyam,Vellakoil,"10°56'40""","77°42'45""",12-07-2007,1980.0,90.0,0.48,28.8684,347.0,33.0,525.0,317.0,288.0,390.4,1.1,8.0,3020.0,800.0,240.0,120.0,13.78009,1.2,13.5997,82.3119
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",13-07-2007,779.0,3.0,22.0,58.32,179.0,18.0,131.0,120.0,0.0,475.8,1.3,7.8,1350.0,390.0,0.0,295.0,4.534401,55.0,1.90205,55.05098
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",13-07-2007,1077.0,39.0,40.0,97.2,163.0,43.0,262.0,144.0,0.0,311.1,0.9,8.0,1720.0,255.0,0.0,500.0,3.171652,100.0,0.0,38.9899
HP2CBE16,Tirupur,Palladam,K.Ayyampalayam,"10°58'30""","77°13'30""",04-01-2008,1142.0,6.0,76.0,123.93,120.0,34.0,113.0,432.0,0.0,433.1,0.53,7.9,1930.0,355.0,0.0,700.0,1.973519,190.0,0.0,25.99455
