Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,Alk-Phen,HAR_Total,SAR,HAR_Ca,RSC,Na%
HP1CBE12,Tirupur,Udumalaipettai,Pudupalayam,"10°40'30""","77°09'15""",10-07-2009,249.0,3.0,44.0,3.645,41.0,8.0,25.0,10.0,3.9185,165.956,1.95,8.4,420.0,170.0,5.0,125.0,1.596473,110.0,0.3550838,39.77448
HP1CBE13,Tirupur,Udumalaipettai,Gudimangalam,"10°41'15""","77°17'05""",10-07-2009,1277.0,50.0,136.0,92.34,74.0,137.0,390.0,72.0,0.0,305.0,1.58,8.2,2070.0,250.0,0.0,720.0,1.200186,340.0,0.0,15.24903
HP2CBE29,Tirupur,Udumalaipettai,Somavarampatty,"10°41'00""","77°12'30""",10-07-2009,845.0,35.0,54.0,40.095,150.0,31.0,191.0,154.0,12.0,115.9,0.63,8.5,1320.0,115.0,10.0,300.0,3.76882,135.0,0.0,49.01424
HP2CBE30,Tirupur,Madathukulam,Metrathi,"10°39'20""","77°20'20""",10-07-2009,739.0,24.0,28.0,29.16,81.0,156.0,110.0,96.0,12.0,244.0,0.57,8.5,1110.0,220.0,10.0,190.0,2.557131,70.0,0.6026242,31.15183
HP2CBE32,Tirupur,Madathukulam,Madathukulam,"10°33'30""","77°22'00""",10-07-2009,742.0,29.0,74.0,70.47,74.0,16.0,149.0,29.0,0.0,396.5,0.95,8.0,1310.0,325.0,0.0,475.0,1.477534,185.0,0.0,24.53399
63819,Tirupur,Madathukulam,Karatholuvu,"10°37'20""","77°22'33""",10-07-2009,1700.0,133.0,52.0,34.02,437.0,38.0,291.0,48.0,12.0,396.5,1.5,8.4,2500.0,345.0,10.0,270.0,11.57407,130.0,1.504654,74.91056
63821,Tirupur,Madathukulam,Palappampatty,"10°34'38""","77°18'08""",10-07-2009,810.0,35.0,44.0,46.17,147.0,33.0,220.0,67.0,12.0,170.8,0.69,8.4,1330.0,160.0,10.0,300.0,3.693183,110.0,0.0,48.31888
63508,Tirupur,Dharapuram,Koneripatti,"10°42'15""","77°36'00""",10-07-2009,927.0,9.0,84.0,31.59,216.0,30.0,149.0,10.0,0.0,732.0,1.5,7.8,1630.0,600.0,0.0,340.0,5.098597,210.0,5.206926,55.41655
63509,Tirupur,Dharapuram,Ponnivadi,"10°41'55""","77°38'45""",10-07-2009,1723.0,79.0,92.0,60.75,294.0,141.0,362.0,261.0,0.0,323.3,1.27,8.2,2480.0,265.0,0.0,480.0,5.839992,230.0,0.0,49.21442
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",10-07-2009,685.0,14.0,56.0,14.58,87.0,119.0,78.0,96.0,0.0,347.7,1.25,8.0,1100.0,285.0,0.0,200.0,2.677756,140.0,1.70481,34.96736
63519,Tirupur,Dharapuram,Peranium,"10°48'40""","77°37'45""",10-07-2009,701.0,17.0,26.0,42.525,78.0,111.0,71.0,149.0,24.0,244.0,1.36,8.3,990.0,240.0,20.0,240.0,2.190776,65.0,0.00266,30.76367
63520,Tirupur,Dharapuram,Polarai,"10°45'55""","77°40'05""",10-07-2009,830.0,38.0,48.0,32.805,184.0,11.0,181.0,120.0,0.0,170.8,1.49,8.1,1300.0,140.0,0.0,255.0,5.014528,120.0,0.0,59.81822
63522,Tirupur,Dharapuram,Mulanur,"10°47'40""","77°42'25""",10-07-2009,1434.0,84.0,84.0,70.47,267.0,22.0,248.0,239.0,0.0,262.3,1.04,8.1,2120.0,215.0,0.0,500.0,5.19625,210.0,0.0,52.39162
63525,Tirupur,Dharapuram,Kannivadi,"10°48'40""","77°47'00""",10-07-2009,972.0,27.0,52.0,65.61,184.0,12.0,305.0,144.0,24.0,134.2,1.35,8.3,1490.0,150.0,20.0,400.0,4.003286,130.0,0.0,49.0882
63526,Tirupur,Dharapuram,Nanjaikalipalayam,"10°50'00""","77°50'00""",10-07-2009,726.0,5.0,10.0,38.88,129.0,109.0,103.0,110.0,60.0,286.7,1.36,8.6,1110.0,335.0,50.0,185.0,4.12632,25.0,3.00099,46.3833
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",10-07-2009,6922.0,22.0,120.0,486.0,1518.0,317.0,3332.0,782.0,30.0,475.8,1.41,8.7,11000.0,440.0,25.0,2300.0,13.77099,300.0,0.0,54.9706
63538,Tirupur,Kangeyam,Punjathalaiyur,"10°51'20""","77°48'30""",10-07-2009,666.0,6.0,58.0,36.45,120.0,32.0,128.0,72.0,0.0,390.4,1.08,8.1,1100.0,320.0,0.0,295.0,3.040607,145.0,0.5052773,43.7453
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",10-07-2009,2034.0,56.0,96.0,126.36,363.0,121.0,681.0,177.0,36.0,372.1,1.08,8.4,3160.0,365.0,30.0,760.0,5.729613,240.0,0.0,46.34035
HP1E10,Tirupur,Kankeyam,Vellakoil,"10°56'40""","77°42'45""",10-07-2009,2455.0,80.0,64.0,208.98,474.0,24.0,801.0,323.0,36.0,341.6,1.05,8.5,3970.0,340.0,30.0,1020.0,6.457217,160.0,0.0,49.53584
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",10-07-2009,1207.0,87.0,100.0,97.2,124.0,26.0,284.0,100.0,0.0,183.0,1.54,8.2,1830.0,150.0,0.0,650.0,2.116488,250.0,0.0,28.317
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",10-07-2009,486.0,11.0,28.0,43.74,64.0,31.0,71.0,48.0,2.3277,247.622,1.4,8.0,820.0,250.0,0.0,250.0,1.761255,70.0,0.0,32.471
HP2E26,Tirupur,Dharapuram,Ponnivadi,"10°42'00""","77°38'45""",10-07-2009,2050.0,51.0,64.0,111.78,483.0,29.0,794.0,260.0,24.0,115.9,1.56,8.3,3360.0,135.0,20.0,620.0,8.440255,160.0,0.0,61.53317
HP2E27,Tirupur,Dharapuram,Thoorampadi,"10°51'05""","77°40'30""",10-07-2009,805.0,7.0,10.0,10.935,285.0,8.0,82.0,92.0,42.0,488.0,1.55,8.0,1350.0,470.0,35.0,70.0,14.82301,25.0,8.000084,88.54681
HP2E28,Tirupur,Dharapuram,Orathupalayam,"10°51'55""","77°46'00""",10-07-2009,4351.0,67.0,100.0,85.05,1265.0,166.0,1347.0,550.0,36.0,1006.5,1.58,8.5,7030.0,885.0,30.0,600.0,22.47385,250.0,5.708758,77.21727
63810,Tirupur,Udumalaipettai,Chinnapoolankinar,"10°35'20""","77°12'15""",13-07-2009,1916.0,11.0,48.0,34.02,483.0,156.0,355.0,528.0,36.0,457.5,1.17,8.9,3030.0,435.0,30.0,260.0,13.03585,120.0,3.504144,69.5808
63813,Tirupur,Udumalaipettai,Dhali,"10°30'30""","77°11'35""",13-07-2009,162.0,3.0,30.0,8.505,15.0,5.0,21.0,10.0,1.46677,98.454,0.47,8.2,300.0,100.0,0.0,110.0,0.6225223,75.0,0.0,21.91417
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",13-07-2009,334.0,4.0,26.0,31.59,55.0,4.0,74.0,10.0,2.7879,187.133,1.13,8.2,630.0,190.0,0.0,195.0,1.713868,65.0,0.0,37.42942
HP2CBE31,Tirupur,Madathukulam,Kallapuram,"10°26'30""","77°18'25""",13-07-2009,303.0,3.0,42.0,18.225,25.0,39.0,14.0,10.0,8.46979,226.331,1.1,8.6,500.0,235.0,15.0,180.0,0.8110125,105.0,0.3964749,19.14291
63501,Tirupur,Dharapuram,Munduvelampatty,"10°42'30""","77°19'40""",13-07-2009,1193.0,65.0,52.0,75.33,221.0,38.0,248.0,97.0,30.0,286.7,1.44,8.5,1820.0,285.0,25.0,440.0,4.584415,130.0,0.0,49.6059
63502,Tirupur,Dharapuram,Dasarapatty,"10°40'50""","77°21'35""",13-07-2009,1585.0,59.0,160.0,99.63,184.0,33.0,383.0,379.0,0.0,170.8,0.8,7.6,2370.0,140.0,0.0,810.0,2.813625,400.0,0.0,31.97491
63505,Tirupur,Dharapuram,Dalavaypattinam,"10°40'25""","77°29'00""",13-07-2009,491.0,4.0,34.0,46.17,69.0,27.0,85.0,42.0,3.27401,276.663,0.86,8.1,880.0,280.0,0.0,275.0,1.81053,85.0,0.0,32.66615
63506,Tirupur,Dharapuram,Dharapuram,"10°45'55""","77°31'30""",13-07-2009,584.0,6.0,30.0,29.16,138.0,16.0,202.0,36.0,36.0,140.3,0.82,8.5,1010.0,175.0,30.0,195.0,4.300436,75.0,0.0,58.22994
63511,Tirupur,Dharapuram,Marudur,"10°45'50""","77°22'35""",13-07-2009,1437.0,90.0,120.0,136.08,92.0,37.0,376.0,194.0,24.0,115.9,1.38,8.3,2230.0,135.0,20.0,860.0,1.365137,300.0,0.0,18.07942
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",13-07-2009,1232.0,48.0,116.0,72.9,184.0,15.0,269.0,211.0,0.0,305.0,1.22,7.2,1850.0,250.0,0.0,590.0,3.296718,290.0,0.0,39.6707
63513,Tirupur,Dharapuram,Rangampalayam,"10°46'25""","77°27'20""",13-07-2009,599.0,14.0,50.0,29.16,92.0,29.0,131.0,124.0,0.0,164.7,1.21,7.6,980.0,135.0,0.0,245.0,2.558007,125.0,0.0,41.51968
63516,Tirupur,Dharapuram,Pallapalayam,"10°47'50""","77°32'40""",13-07-2009,609.0,28.0,48.0,48.6,64.0,37.0,117.0,48.0,0.0,244.0,1.48,7.5,980.0,200.0,0.0,320.0,1.55687,120.0,0.0,27.49529
63528,Tirupur,Dharapuram,Karilingampalayam,"10°50'30""","77°18'20""",13-07-2009,1651.0,93.0,52.0,102.06,322.0,22.0,284.0,307.0,24.0,250.1,1.32,8.6,2480.0,245.0,20.0,550.0,5.974077,130.0,0.0,54.79259
63531,Tirupur,Dharapuram,Dayampalayam,"10°53'00""","77°39'35""",13-07-2009,1676.0,88.0,60.0,80.19,368.0,36.0,418.0,146.0,24.0,305.0,1.31,8.3,2550.0,290.0,20.0,480.0,7.30889,150.0,0.0,60.35675
63532,Tirupur,Dharapuram,Uthiyur,"10°53'40""","77°31'40""",13-07-2009,1481.0,57.0,76.0,109.35,202.0,94.0,454.0,194.0,24.0,152.5,0.71,8.4,2190.0,165.0,20.0,640.0,3.474401,190.0,0.0,36.63846
63533,Tirupur,Dharapuram,Sinukinari,"10°50'20""","77°33'05""",13-07-2009,916.0,27.0,44.0,70.47,161.0,32.0,184.0,96.0,42.0,335.5,1.12,8.5,1430.0,345.0,35.0,400.0,3.502728,110.0,0.0,44.27808
63534,Tirupur,Dharapuram,Anaipudur,"10°52'30""","77°35'55""",13-07-2009,747.0,4.0,28.0,69.255,64.0,133.0,110.0,53.0,30.0,488.0,1.47,8.5,1260.0,450.0,25.0,355.0,1.477909,70.0,1.902779,20.96
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",13-07-2009,791.0,3.0,50.0,51.03,152.0,29.0,106.0,141.0,0.0,494.1,1.46,8.2,1370.0,405.0,0.0,335.0,3.61383,125.0,1.404543,47.06541
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",13-07-2009,912.0,25.0,60.0,80.19,129.0,34.0,177.0,109.0,18.0,390.4,0.92,8.4,1490.0,350.0,15.0,480.0,2.562084,150.0,0.0,34.90901
HP2E21,Tirupur,Dharapuram,Uthiyur,"10°53'10""","77°31'20""",13-07-2009,963.0,61.0,36.0,75.33,152.0,34.0,213.0,94.0,0.0,176.9,0.56,8.1,1450.0,145.0,0.0,400.0,3.306783,90.0,0.0,42.72032
HP2E22,Tirupur,Dharapuram,Periakumarapalayam,"10°46'25""","77°18'55""",13-07-2009,2010.0,103.0,96.0,102.06,313.0,160.0,496.0,268.0,0.0,237.9,0.92,8.2,3010.0,195.0,0.0,660.0,5.301703,240.0,0.0,44.06611
HP2E23,Tirupur,Dharapuram,Ponnapuram,"10°42'45""","77°23'34""",13-07-2009,2223.0,60.0,136.0,77.76,368.0,184.0,411.0,672.0,24.0,170.8,0.31,8.4,3300.0,180.0,20.0,660.0,6.234112,340.0,0.0,47.22001
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",14-07-2009,367.0,3.0,14.0,18.225,99.0,9.0,50.0,19.0,4.32456,230.576,0.72,8.3,640.0,235.0,5.0,110.0,4.107383,35.0,1.725227,63.94029
HP2CBE12,Tirupur,Palladam,Samalapuram,"11°14'00""","77°12'00""",15-07-2009,2230.0,17.0,88.0,131.22,529.0,29.0,964.0,312.0,48.0,109.8,1.6,8.8,3640.0,170.0,40.0,760.0,8.349581,220.0,0.0,59.08937
HP2CBE19,Tirupur,Tirupur,Veerapandi,"11°04'45""","77°21'00""",15-07-2009,755.0,7.0,34.0,18.225,196.0,39.0,181.0,86.0,18.0,305.0,1.82,8.5,1260.0,280.0,15.0,160.0,6.743739,85.0,2.402877,67.02731
HP2CBE20,Tirupur,Tirupur,Neruperichal,"11°09'00""","77°23'15""",15-07-2009,623.0,14.0,52.0,29.16,124.0,25.0,103.0,24.0,12.0,384.3,0.47,8.5,1080.0,335.0,10.0,250.0,3.413125,130.0,1.704598,48.9105
63508,Tirupur,Dharapuram,Koneripatti,"10°42'15""","77°36'00""",06-01-2010,751.0,7.0,30.0,82.62,87.0,74.0,121.0,25.0,0.0,597.8,1.48,8.2,1380.0,490.0,0.0,415.0,1.858108,75.0,1.502958,27.08342
63509,Tirupur,Dharapuram,Ponnivadi,"10°41'55""","77°38'45""",06-01-2010,1447.0,8.0,52.0,77.76,345.0,20.0,319.0,386.0,0.0,427.0,1.17,8.2,2460.0,350.0,0.0,450.0,7.076662,130.0,0.0,61.22182
63517,Tirupur,Dharapuram,Kulathupalayam,"10°45'35""","77°35'00""",06-01-2010,726.0,18.0,22.0,32.805,138.0,28.0,135.0,98.0,30.0,225.7,1.15,8.5,1150.0,235.0,25.0,190.0,4.356303,55.0,0.9021562,57.08034
63519,Tirupur,Dharapuram,Peranium,"10°48'40""","77°37'45""",06-01-2010,662.0,16.0,26.0,46.17,101.0,59.0,71.0,132.0,30.0,256.2,1.4,8.5,1040.0,260.0,25.0,255.0,2.752038,65.0,0.1026966,39.94221
63520,Tirupur,Dharapuram,Polarai,"10°45'55""","77°40'05""",06-01-2010,981.0,42.0,80.0,80.19,138.0,5.0,213.0,120.0,0.0,317.2,1.4,7.6,163.0,260.0,0.0,530.0,2.60849,200.0,0.0,35.89765
63522,Tirupur,Dharapuram,Mulanur,"10°47'40""","77°42'25""",06-01-2010,1597.0,46.0,104.0,179.82,184.0,12.0,567.0,192.0,0.0,305.0,0.96,7.7,2840.0,250.0,0.0,1000.0,2.531761,260.0,0.0,28.28353
63525,Tirupur,Dharapuram,Kannivadi,"10°48'40""","77°47'00""",06-01-2010,964.0,24.0,60.0,72.9,161.0,5.0,312.0,144.0,12.0,183.0,1.48,8.3,1660.0,170.0,10.0,450.0,3.302566,150.0,0.0,43.43263
63526,Tirupur,Dharapuram,Nanjaikalipalayam,"10°50'00""","77°50'00""",06-01-2010,806.0,10.0,16.0,47.385,161.0,74.0,156.0,128.0,60.0,244.0,1.46,8.5,1350.0,300.0,50.0,235.0,4.56945,40.0,1.301795,51.51823
63537,Tirupur,Kangeyam,Muthunaickken Valasu,"10°54'10""","77°44'35""",06-01-2010,7261.0,3.0,120.0,,1426.0,199.0,3474.0,960.0,54.0,646.6,1.3,8.6,12600.0,620.0,45.0,,,300.0,,
63538,Tirupur,Kangeyam,Punjathalaiyur,"10°51'20""","77°48'30""",06-01-2010,824.0,8.0,32.0,58.32,138.0,70.0,156.0,121.0,0.0,427.0,0.98,8.2,1410.0,350.0,0.0,320.0,3.356645,80.0,0.6031038,42.30504
63542,Tirupur,Kangeyam,Vellakoil,"10°56'40""","77°42'55""",06-01-2010,2459.0,60.0,80.0,194.4,506.0,28.0,964.0,236.0,36.0,292.8,0.88,8.4,4110.0,300.0,30.0,1000.0,6.961991,200.0,0.0,51.52697
HP1E10,Tirupur,Kankeyam,Vellakoil,"10°56'40""","77°42'45""",06-01-2010,2542.0,70.0,80.0,228.42,424.0,32.0,858.0,266.0,0.0,585.6,1.4,8.0,4300.0,480.0,0.0,1140.0,5.463706,200.0,0.0,43.85964
HP2E11,Tirupur,Kangeyam,Kanjeerapalayam,"11°02'45""","77°36'15""",06-01-2010,1210.0,55.0,76.0,133.65,115.0,23.0,269.0,168.0,0.0,366.0,1.2,8.0,2080.0,300.0,0.0,740.0,1.839441,190.0,0.0,24.54353
HP2E12,Tirupur,Kangeyam,Rasathavalasu,"11°02'15""","77°42'50""",06-01-2010,612.0,12.0,30.0,58.32,74.0,45.0,85.0,96.0,0.0,341.6,1.67,7.9,1040.0,280.0,0.0,315.0,1.814151,75.0,0.0,30.1785
HP2E26,Tirupur,Dharapuram,Ponnivadi,"10°42'00""","77°38'45""",06-01-2010,1497.0,71.0,52.0,77.76,299.0,74.0,326.0,190.0,0.0,323.3,1.4,8.1,2370.0,265.0,0.0,450.0,6.133107,130.0,0.0,54.43523
HP2E28,Tirupur,Dharapuram,Orathupalayam,"10°51'55""","77°46'00""",06-01-2010,6788.0,37.0,200.0,400.95,1610.0,176.0,2446.0,998.0,0.0,1586.0,1.48,7.9,11030.0,1300.0,0.0,2150.0,15.10781,500.0,0.0,59.59746
HP2E29,Tirupur,Dharapuram,Velampoondi,"10°48'40""","77°53'00""",06-01-2010,682.0,2.0,80.0,63.18,69.0,13.0,170.0,136.0,24.0,231.8,1.49,8.3,1260.0,230.0,20.0,460.0,1.400037,200.0,0.0,23.96239
63501,Tirupur,Dharapuram,Munduvelampatty,"10°42'30""","77°19'40""",07-01-2010,1195.0,62.0,52.0,85.05,212.0,34.0,241.0,112.0,0.0,366.0,1.3,7.8,1940.0,300.0,0.0,480.0,4.210408,130.0,0.0,46.8459
63502,Tirupur,Dharapuram,Dasarapatty,"10°40'50""","77°21'35""",07-01-2010,927.0,26.0,140.0,63.666,74.0,11.0,248.0,183.0,0.0,183.0,0.86,8.0,1570.0,150.0,0.0,612.0,1.301894,350.0,0.0,20.46838
63505,Tirupur,Dharapuram,Dalavaypattinam,"10°40'25""","77°29'00""",07-01-2010,515.0,5.0,54.0,48.6,60.0,16.0,74.0,48.0,0.0,384.3,1.0,8.1,900.0,315.0,0.0,335.0,1.426548,135.0,0.0,26.86932
63506,Tirupur,Dharapuram,Dharapuram,"10°45'55""","77°31'30""",07-01-2010,754.0,9.0,54.0,31.59,184.0,7.0,181.0,42.0,0.0,427.0,0.8,7.7,1330.0,350.0,0.0,265.0,4.919167,135.0,1.704737,59.38704
63511,Tirupur,Dharapuram,Marudur,"10°45'50""","77°22'35""",07-01-2010,1585.0,76.0,148.0,114.21,184.0,28.0,369.0,261.0,30.0,225.7,1.2,8.3,2510.0,235.0,25.0,840.0,2.7628,370.0,0.0,31.38188
63512,Tirupur,Dharapuram,Sadayapalayam,"10°48'15""","77°22'40""",07-01-2010,1148.0,41.0,64.0,102.06,175.0,9.0,284.0,209.0,0.0,244.0,1.18,8.2,1890.0,200.0,0.0,580.0,3.161803,160.0,0.0,39.1679
63513,Tirupur,Dharapuram,Rangampalayam,"10°46'25""","77°27'20""",07-01-2010,788.0,34.0,44.0,68.04,106.0,24.0,142.0,136.0,0.0,237.9,1.0,8.2,1280.0,195.0,0.0,390.0,2.335536,110.0,0.0,35.41478
63516,Tirupur,Dharapuram,Pallapalayam,"10°47'50""","77°32'40""",07-01-2010,570.0,27.0,18.0,64.395,69.0,28.0,85.0,48.0,30.0,219.6,1.44,8.5,940.0,230.0,25.0,310.0,1.705026,45.0,0.0,30.2716
63528,Tirupur,Dharapuram,Karilingampalayam,"10°50'30""","77°18'20""",07-01-2010,1924.0,85.0,48.0,111.78,437.0,13.0,397.0,365.0,12.0,323.3,1.2,8.3,3050.0,285.0,10.0,580.0,7.895014,120.0,0.0,61.44738
63531,Tirupur,Dharapuram,Dayampalayam,"10°53'00""","77°39'35""",07-01-2010,1423.0,61.0,48.0,85.05,299.0,29.0,383.0,144.0,12.0,305.0,1.08,8.3,2360.0,270.0,10.0,470.0,6.001026,120.0,0.0,56.20107
63532,Tirupur,Dharapuram,Uthiyur,"10°53'40""","77°31'40""",07-01-2010,982.0,42.0,52.0,162.81,23.0,35.0,262.0,96.0,12.0,305.0,0.81,8.3,1700.0,270.0,10.0,800.0,0.3537953,130.0,0.0,5.59284
63533,Tirupur,Dharapuram,Sinukinari,"10°50'20""","77°33'05""",07-01-2010,600.0,16.0,32.0,61.965,74.0,23.0,118.0,80.0,18.0,244.0,1.4,8.4,1040.0,230.0,15.0,335.0,1.759165,80.0,0.0,30.64667
63534,Tirupur,Dharapuram,Anaipudur,"10°52'30""","77°35'55""",07-01-2010,826.0,6.0,28.0,77.76,97.0,102.0,142.0,86.0,60.0,408.7,1.28,8.6,1460.0,435.0,50.0,390.0,2.137051,70.0,0.903093,28.85143
63535,Tirupur,Kangeyam,Andipalayam,"10°52'00""","77°39'00""",07-01-2010,1546.0,65.0,108.0,75.33,276.0,35.0,220.0,363.0,42.0,280.6,1.4,8.5,2420.0,300.0,35.0,580.0,4.987416,270.0,0.0,49.02336
HP2E09,Tirupur,Kankayam,Kambliyampatti,"10°53'50""","77°36'30""",07-01-2010,713.0,24.0,42.0,57.105,101.0,35.0,121.0,96.0,0.0,311.1,1.08,8.2,1200.0,255.0,0.0,340.0,2.383443,105.0,0.0,36.3575
HP2E21,Tirupur,Dharapuram,Uthiyur,"10°53'10""","77°31'20""",07-01-2010,1013.0,35.0,80.0,99.63,101.0,35.0,269.0,96.0,12.0,329.4,1.19,8.3,1750.0,290.0,10.0,610.0,1.779452,200.0,0.0,25.13423
HP2E22,Tirupur,Dharapuram,Periakumarapalayam,"10°46'25""","77°18'55""",07-01-2010,1602.0,70.0,44.0,109.35,221.0,109.0,326.0,213.0,0.0,439.2,1.37,7.8,2580.0,360.0,0.0,560.0,4.063309,110.0,0.0,40.74189
HP2E23,Tirupur,Dharapuram,Ponnapuram,"10°42'45""","77°23'34""",07-01-2010,1989.0,51.0,120.0,150.66,253.0,176.0,425.0,247.0,0.0,780.8,0.69,8.1,3300.0,640.0,0.0,920.0,3.629576,300.0,0.0,32.47003
HP2E27,Tirupur,Dharapuram,Thoorampadi,"10°51'05""","77°40'30""",07-01-2010,728.0,21.0,44.0,59.535,106.0,29.0,121.0,123.0,60.0,183.0,1.5,8.5,1200.0,250.0,50.0,355.0,2.44802,110.0,0.0,37.04215
63801,Tirupur,Udumalaipettai,Ramachandrapuram,"10°43'30""","77°10'35""",07-01-2010,1880.0,20.0,208.0,92.34,276.0,59.0,652.0,384.0,0.0,237.9,0.63,8.0,3100.0,195.0,0.0,900.0,4.004143,520.0,0.0,38.12054
63803,Tirupur,Udumalaipettai,Velayuthagoundampudur,"10°44'15""","77°16'40""",07-01-2010,3801.0,23.0,420.0,230.85,529.0,51.0,1702.0,672.0,6.0,128.1,1.2,8.3,6230.0,115.0,5.0,2000.0,5.148053,1050.0,0.0,35.80191
63805,Tirupur,Udumalaipettai,Ponneri,"10°38'25""","77°16'05""",07-01-2010,545.0,10.0,60.0,29.16,67.0,23.0,96.0,154.0,6.0,128.1,1.0,8.3,880.0,115.0,5.0,270.0,1.774625,150.0,0.0,32.75855
63808,Tirupur,Udumalaipettai,Devanampudur,"10°33'00""","77°05'35""",07-01-2010,1564.0,75.0,40.0,80.19,322.0,78.0,383.0,216.0,0.0,225.7,1.88,7.9,2350.0,185.0,0.0,430.0,6.756418,100.0,0.0,56.945
63810,Tirupur,Udumalaipettai,Chinnapoolankinar,"10°35'20""","77°12'15""",07-01-2010,1701.0,26.0,40.0,36.45,299.0,293.0,213.0,480.0,24.0,396.5,1.86,8.6,2510.0,365.0,20.0,250.0,8.229199,100.0,2.303558,51.01243
63811,Tirupur,Udumalaipettai,Udumalpet,"10°34'25""","77°14'25""",07-01-2010,384.0,3.0,18.0,14.58,55.0,78.0,67.0,6.0,6.201909,208.64,1.2,8.5,670.0,215.0,15.0,105.0,2.335796,45.0,1.528563,36.88857
63816,Tirupur,Udumalaipettai,Perisanampatti,"10°30'00""","77°17'25""",07-01-2010,932.0,44.0,72.0,87.48,92.0,38.0,319.0,48.0,0.0,158.6,1.16,7.9,1560.0,130.0,0.0,540.0,1.722752,180.0,0.0,25.38331
63819,Tirupur,Madathukulam,Karatholuvu,"10°37'20""","77°22'33""",07-01-2010,1645.0,35.0,72.0,46.17,403.0,65.0,305.0,336.0,0.0,524.6,0.96,7.4,2630.0,430.0,0.0,370.0,9.117848,180.0,1.206481,65.93915
63821,Tirupur,Madathukulam,Palappampatty,"10°34'38""","77°18'08""",07-01-2010,950.0,45.0,48.0,53.46,170.0,39.0,248.0,120.0,0.0,146.4,1.25,8.0,1480.0,120.0,0.0,340.0,4.011886,120.0,0.0,48.69146
HP1CBE12,Tirupur,Udumalaipettai,Pudupalayam,"10°40'30""","77°09'15""",07-01-2010,203.0,3.0,34.0,10.935,18.0,12.0,28.0,5.0,2.483538,132.4167,0.68,8.3,330.0,135.0,5.0,130.0,0.6871484,85.0,0.0,21.23866
HP1CBE13,Tirupur,Udumalaipettai,Gudimangalam,"10°41'15""","77°17'05""",07-01-2010,1007.0,32.0,76.0,21.87,225.0,52.0,227.0,48.0,0.0,427.0,0.82,8.1,1690.0,350.0,0.0,280.0,5.852781,190.0,1.406659,58.57168
HP2CBE29,Tirupur,Udumalaipettai,Somavarampatty,"10°41'00""","77°12'30""",07-01-2010,674.0,45.0,90.0,36.45,67.0,8.0,128.0,86.0,0.0,122.0,0.76,8.2,1060.0,100.0,0.0,375.0,1.505876,225.0,0.0,27.46835
HP2CBE31,Tirupur,Madathukulam,Kallapuram,"10°26'30""","77°18'25""",07-01-2010,416.0,2.0,60.0,51.03,12.0,23.0,50.0,24.0,8.799968,296.0419,1.0,8.5,720.0,305.0,15.0,360.0,0.275228,150.0,0.0,6.286017
HP2CBE32,Tirupur,Madathukulam,Madathukulam,"10°33'30""","77°22'00""",07-01-2010,908.0,36.0,32.0,63.18,161.0,39.0,248.0,125.0,6.0,146.4,1.3,8.3,1480.0,130.0,5.0,340.0,3.799114,80.0,0.0,47.32951
HP1E11,Tirupur,Avinahsi,Timmanaickanpalayam,"11°09'00""","77°25'30""",08-01-2010,2146.0,91.0,40.0,87.48,322.0,352.0,482.0,203.0,36.0,439.2,0.81,8.4,3220.0,420.0,30.0,460.0,6.532302,100.0,0.0,43.4923
63324,Tirupur,Avinashi,Tundarkarampalayam,"11°16'30""","77°12'20""",28-01-2010,363.0,4.0,14.0,31.59,64.0,25.0,64.0,17.0,7.748344,207.0526,1.09,8.6,650.0,215.0,15.0,165.0,2.167831,35.0,0.3540003,41.41764
HP2CBE02,Tirupur,Avinashi,Sevur,"11°14'50""","77°14'30""",28-01-2010,717.0,34.0,40.0,52.245,115.0,22.0,177.0,67.0,0.0,183.0,0.81,8.1,1170.0,150.0,0.0,315.0,2.819478,100.0,0.0,42.17642
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",28-01-2010,351.0,3.0,28.0,30.375,51.0,23.0,39.0,12.0,7.356602,247.4853,1.26,8.5,640.0,255.0,10.0,195.0,1.589257,70.0,0.4049932,33.09295
HP2CBE04,Tirupur,Avinashi,Thathanur,"11°18'20""","77°16'40""",28-01-2010,,,,,,,,,,,,,,,,,,,,
