Well No,Type,Well Type,Agency,State,District,Tahsil / Taluk,Block / Mandal,Village,Hamlet,Survey No,Owner,Additonal Information,Basin Code,Sub Basin,Minor Basin,Geology,Geomorphology,Toposheet No,Latitude,Longitude,Grid E,Grid N,Site ID,Well use,Surface Water Influence,Local Morphology,Command Area,Name of Command,Well Location,Well Depth ,Height of Measuring Point,Elevation of Ground Level,DWLR installed,DWLR No,DWLR type,stratigraphy,Station Name,MonitorFrom,MonitorTo,Land Use,Monitoring Type,WQ Issue
53258,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,Chengappalli,,,Panchayat,,002,Noyyal,Noyyal,CNK,PE,58E8,11.1997,77.4225,,,F,Monitoring,,PE,FALSE,,Located at Bye-pass road,33.20000076,0.829999983,304,FALSE,,,Archaean,Shengapalli,,,Rural,,
53260,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,Rettipalayam,,,Panchayat,,002,Noyyal,Noyyal,CNK,PE,58E8,11.1756,77.4597,,,F,Domestic,,PE,FALSE,,On main road near Over head tank,28.25,0.800000012,281,FALSE,,,Archaean,Raddipalayam,,,Rural,,
53261,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,Sar. Periyapalayam,,,Panchayat,,002,Noyyal,Noyya;,CNK,PE,58E8,11.13061,77.4039,,,F,Monitoring,,PE,FALSE,,200' North Eastern side of the temple adjoining the tar road,16.29999924,0.829999983,288,FALSE,,,Archaean,Sakarperiyapala,,,Rural,,
53262,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,Puthur Pallapalayam,,,Panchayat,,002,Noyyal,Noyyal,CNK,PE,58E8,11.1206,77.4625,,,F,Monitoring,,PE,FALSE,,On the road to suppanur from main road and  west of the village,25.60000038,0.75,269,FALSE,,,Archaean,Pallapalayam,,,Rural,,
53271,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,Virumandampalayam,,,Panchayat,,002,Noyyal,Noyyal,CNK,PE,58E8,11.2294,77.4175,,,F,Monitoring,,PE,FALSE,,Adjacent to sengapalli kunnathur mainroad,24.89999962,0.75,304,FALSE,,,Archaean,Thalapthi,,,Rural,,
53272,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,A.Pallagoudenpalayam,,,Panchayat,,002,Noyyal,Noyyal,CNK,PE,58E8,11.2306,77.465,,,F,Monitoring,,PE,FALSE,,Opposite to Mariamman kovil,36.54000092,0.660000026,292,FALSE,,,Archaean,Pallagoundampal,,,Rural,,
61245,PZ,Bore Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Avinashi,,,,,,,,GGN,PE,,11.24167,77.24167,,,NF,,,PE,FALSE,,,62,0.600000024,345,FALSE,,,Archaen,Avinashi,,,,,
63231,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,Kunnathur,,,Panchayat Well,,002,Noyyal,Noyyal,CNK,PE,58E7,11.2724,77.4049,,,F,Monitoring,,PE,FALSE,,Inside kunnathur near police quarters,17.95000076,0.699999988,325,FALSE,,,Archaean,Kunnathur,,,Rural,,
63232,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Uthukuli,Uthukuli,Vellaravalli,,,Panchayat,,002,Noyyal,Noyyal,CNK,PE,58E7,11.27222,77.4225,,,F,Monitoring,,PE,FALSE,,Adjacent to main road (Perundurai to Kunnathur) Near vinayakar kovil,25.29999924,0.800000012,312,FALSE,,,Archaean,Papavalasu,,,Rural,,
63323,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Pongalur,,,Temple Well,,002,Noyyal 3,Noyyal,GGN,PE,58E03,11.29458,77.16484,,,F,Domestic,Nil,PE,FALSE,Nil,Inside the Sri Venkteswara perumal temple,29.10000038,0.75999999,365,FALSE,,,Archaean,Mondipalayam,,,Rural,,
63324,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Thandukkarampalayam,,,Panchayat,,002,Noyyal 3,Noyyal,GGN,PE,58E03,11.2771,77.2052,,,F,Public Supply,Nil,PE,FALSE,Nil,"On the Annur -Pudur road,behind the perumal Temple in the middle of the lake",28.39999962,0.839999974,364,FALSE,,,Archaean,Tundarkarampala,,,Rural,,
63325,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Thathanur.,,,Panchayat,,002,Bhavani 2,Bhavani,GGN,PE,58E07,11.31474,77.28652,,,F,Public Supply,Nil,PE,FALSE,Nil,Near the west Pillyar koil,16.79999924,0.850000024,333,FALSE,,,Archaean,Savakattupalaya,,,Rural,,
63328,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Kuttagam,,,Panchayat,,002,Bhavani 2,Bhavani,GGN,PE,58E03,11.33662,77.22841,,,F,Public Supply,Nil,PE,FALSE,Nil,This village is situated nearpuliampatti main road to Mettupalayam bus stop. Well is near the Kottikattu palayam radio room.,32.70000076,0.970000029,302,FALSE,,,Archaean,Kottai Kattupal,,,Rural,,
63329,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Thekalur,,,Public,,002,Bhavani2,Bhavani,GGN,PE,58E4,11.15243,77.21364,,,F,Domestic,Nil,PE,FALSE,Nil,Well adjoining the mariyamman koil about 200m from the East of main Road,24,0.730000019,340,FALSE,,,Archaean,Thekkalur,,,Rural,,
63330,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Ramanatha Puram,,,Panjayat,,002,Bhavani2,Bhavani,GGN,PE,58E4,11.21866,77.15533,,,F,Domestic,Nil,PE,FALSE,Nil,Infront of Ganesh temple on the west side to the North road,40.29999924,0.810000002,360,FALSE,,,Archaean,Nariampalli,,,Rural,,
63331,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Karuvalur,,,Public,,002,Bhavani2,Bhavani,GGN,PE,58E4,11.2125,77.1875,,,F,Domestic,Nil,PE,FALSE,Nil,In theHarijon Colony adjoining the road of near Rice mills,42,0.800000012,353,FALSE,,,Archaean,Karuvalur,,,Rural,,
63332,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Thandukkarampalayam,,,Panjayat,,002,Bhavani2,Bhavani,GGN,PE,58E4,11.26395,77.22173,,,F,Domestic,Nil,PE,FALSE,Nil,AD colony,22.29999924,1.159999967,357,FALSE,,,Archaean,Ramaiyampalayam,,,Rural,,
63333,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Sevur,,,Panjayat,,002,Bhavani2,Bhavani,GGN,PE,58E4,11.24706,77.23706,,,F,Domestic,Nil,PE,FALSE,Nil,North of PerumalKoil and the west of Road to Gobi,25.75,0.850000024,355,FALSE,,,Archaean,Sevur,,,Rural,,
63334,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Avinashi,,,Highways Department,,002,Bhavani2,Bhavani,GGN,PE,58E8,11.18806,77.27167,,,F,Domestic,Nil,PE,FALSE,Nil,Near to Busstand,40.09999847,0.819999993,328,FALSE,,,Archaean,Avinashi-Tb,,,Urban,,
63335,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Thulakkamuthur,,,Panjayat,,002,Bhavani2,Bhavani,GGN,PE,58E8,11.23613,77.31716,,,F,Domestic,Nil,PE,FALSE,Nil,Infront of mariyamman koil,31.14999962,0.800000012,349,FALSE,,,Archaean,Thulukkamuthur,,,Rural,,
63336,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Naduvancheri,,,Panjayat,,002,Bhavani2,Bhavani,GGN,PE,58E8,11.22773,77.28219,,,F,Domestic,Nil,PE,FALSE,Nil,At about 4KM fromAvinasi towards North Near Thulukkamuthur - Sevur road,33,0.699999988,344,FALSE,,,Archaean,Naduvacheri,,,Rural,,
63337,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Kaniyampoondi,,,Panjayat,,002,Bhavani2,Bhavani,GGN,PE,58E8,11.12904,77.28064,,,F,Domestic,Nil,PE,FALSE,Nil,Nearby PanjayatUnion School,25.39999962,0.699999988,333,FALSE,,,Archaean,Kaniyampoondi,,,Rural,,
63338,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Kanur,,,Panjayat,,002,Bhavani2,Bhavani,GGN,PE,58E4,11.24912,77.17916,,,F,Domestic,Nil,PE,FALSE,Nil,Near the Ration Shop Milk Producer Co operative Society Building,16.70000076,0.699999988,363,FALSE,,,Archean,Kanur,,,Rural,,
63339,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Pazhamgarai,,,Temple Well,,002,Bhavani2,Bhavani,GGN,PE,58E8,11.19917,77.30639,,,F,Domestic,Nil,PE,FALSE,Nil,Infront of Pon Solaieshwaram Alayam,33,0.5,330,FALSE,,,Archaean,Palankarai,,,Rural,,
63340,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Punjai Thamarai Kulam,,,Panjayat,,002,Bhavani2,Bhavani,GGN,PE,58E7,11.27344,77.28079,,,F,Domestic,Nil,PE,FALSE,Nil,Near Vao office,31.20000076,0.800000012,365,FALSE,,,Archaean,Punjaithamaraik,,,Rural,,
63341,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Ramanatha Puram,,,Panjayat,,002,Bhavani2,Bhavani,GGN,PE,58E4,11.21806,77.19013,,,F,Domestic,Nil,PE,FALSE,Nil,Opposite to the Makaliyamman Koil and Southern side of the water tank,31,0.899999976,346,FALSE,,,Archaean,Ramanathapuram,,,Rural,,
63342,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Tiruppur,Mangalam,,,Panjayath,,002,Noyyal,Noyyal,GGN,PE,58E8,11.09479,77.2698,,,F,Domestic,Nil,PE,TRUE,Nil,South of the village and adjoining the temple and high school on the roadside,21.5,0.75,328,FALSE,,,Archean,Mangalam,,,Urban,,
63343,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur North,Tiruppur,Velamapalayam,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.15173,77.3094,,,F,Domestic,Nil,PE,FALSE,Nil,Inthe northern side of the village and adjoining the main road.,21.39999962,0.800000012,310,FALSE,,,Archean,Ammapalayam,,,Rural,,
63344,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Tiruppur,Perumanallur,,,Public,,002,Noyyal,Noyyal,GGN,PE,58E8,11.20004,77.36956,,,F,Domestic,Nil,PE,FALSE,Nil,Near road bridge Coimbatore to Salem road,17.25,0.870000005,316,FALSE,,,Archean,Muthaiankinaru,,,Rural,,
63345,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Tiruppur,Muthanampalayam,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.04244,77.39339,,,F,Domestic,Nil,PE,FALSE,Nil,Infront of temple side of the village,14.80000019,0.699999988,354,FALSE,,,Archean,M.Pudupalayam,,,Rural,,
63346,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Pongalur,Nachipalayam,,,Public,,002,Noyyal,Noyyal,GGN,PE,58E8,11.08552,77.44401,,,F,Domestic,Nil,PE,FALSE,Nil,Infront of primary school at south side of the road.,28.10000038,1,297,FALSE,,,Archaean,Nachipalayam,,,Rural,,
63347,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Tiruppur,Nallur,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.10146,77.39151,,,F,Domestic,Nil,PE,FALSE,Nil,Northern side of the Thiruppur and Padiyur Road,21,0.699999988,298,FALSE,,,Archean,Nallur,,,Rural,,
63348,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Pongalur,South Avinasipalayam,,,Panjayat,,002,Amaravathi,Amaravathi,GGN,PE,58F5,10.97049,77.43511,,,F,Domestic,Nil,PE,FALSE,Nil,Leftern side of the Pillaiyar koil,11.39999962,0.649999976,336,FALSE,,,Archaean,Avinashipalayam,,,Rural,,
63349,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Pongalur,Azhakumalai,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.00861,77.44111,,,F,Domestic,Nil,PE,FALSE,Nil,Near BSNL office,13,0.75,347,FALSE,,,Archaean,Alagumalai,,,Rural,,
63350,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Tiruppur,Andipalayam,,,Panjayat,,002,Noyyal2,Noyyal,GGN,PE,58E8,11.09363,77.31496,,,F,Domestic,Nil,PE,FALSE,Nil,Right side to the Vinayagar temple,13,0.899999976,314,FALSE,,,Archaean,Andippalayam,,,Rural,,
63351,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur North,Tiruppur,Chettipalayam,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.16611,77.33417,,,F,Domestic,Nil,PE,FALSE,Nil,Chettipalayam AD Colony,23.29999924,0.5,315,FALSE,,,Archaean,Chettipalayam,,,Rural,,
63352,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Pongalur,Ugayanur.,,,Temple Well,,002,Amaravathy1,Amaravathy,GGN,PE,58E8,11.00993,77.37367,,,F,Domestic,Nil,PE,FALSE,Nil,Opposite to mariyamman temple,23.20000076,0.600000024,369,FALSE,,,Archaean,Gurunathanpalay,,,Rural,,
63353,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Tiruppur,Iduvai,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.07698,77.28806,,,F,Domestic,Nil,PE,FALSE,Nil,"Near by L&T Pump Home, Iduvoy",24.70000076,0.699999988,332,FALSE,,,Archaean,Iduvoy,,,Rural,,
63354,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur North,Tiruppur,Kanakampalayam,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.18389,77.36278,,,F,Domestic,Nil,PE,FALSE,Nil,Andipalayam AD Colony,21.5,0.600000024,322,FALSE,,,Archaean,Kanakkampalayam,,,Rural,,
63355,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Pongalur,Kandiyankoil,,,Panjayat,,002,Amaravathy1,Amaravathy,GGN,PE,58E8,11.01389,77.46944,,,F,Domestic,Nil,PE,FALSE,Nil,Opposite of National Rural Employment Scheme Community hall,13.39999962,0.899999976,329,FALSE,,,Archaean,Kandiyankoil,,,Rural,,
63356_TPR,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur North,Tiruppur,Mannarai,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.116963,77.374131,,,F,Domestic,Nil,PE,FALSE,Nil,Opposite to mannarai Post Office,100,0.75,0,FALSE,,,Archaean,Mannarai,,,Rural,,
63357,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur North,Tiruppur,Nerupperichal,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.16102,77.37399,,,F,Domestic,Nil,PE,FALSE,Nil,neruperichal bus stop near Mariyamman koil,13,0.649999976,319,FALSE,,,Archaean,Neruperichal,,,Rural,,
63358,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Pongalur,Thonkuttipalayam,,,Panjayat,,002,Noyyal,Noyyal,GGN,PE,58E8,11.02444,77.41444,,,F,Domestic,Nil,PE,FALSE,Nil,Near Thonguitippalayam Milk Producer co operative Society,17.60000038,0.600000024,347,FALSE,,,Archaean,Thonguttipalaya,,,Rural,,
63359,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Avanashi,Velayudampalayam,,,Panjayat,,002,Amaravathy1,Amaravathy,GGN,PE,58E8,11.00361,77.43111,,,F,Domestic,Nil,PE,FALSE,Nil,Southern side of the children school,16.5,0.800000012,363,FALSE,,,Archaean,Velayuthampalay,,,Rural,,
63360,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Avinashi,Tiruppur,Merkupathy,,,Temple Well,,002,Noiyyal,Noyyal,GGN,PE,58E3,11.26694,77.36472,,,F,Domestic,Nil,PE,FALSE,Nil,Infront of the Eshwaran koil and Co operative Bank,15.19999981,0.949999988,337,FALSE,,,Archaean,Abisekapuram,,,Rural,,
63403,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Ganapathipalayam,,,Pancayat,,002,Amaravathy 2,Amaravathy,GGN,PE,58F01,10.8925,77.22222,,,F,Public Supply,,PE,FALSE,,West side of the village panchayat,26,0,387,FALSE,,,Archaean,Goundanpalayam,,,Rural,,
63405,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Pongalur,Vavipalayam,,,Panchayat,,002,A2,Amaravathy,GGN,PE,58F5,10.87418,77.28325,,,F,Public Supply,Nil,PE,FALSE,No,Palladam -Udumalpet Road - near Ele School.,16.70000076,0.649999976,375,FALSE,,,Archaean,Vavipalayam,,,Rural,,
63406,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Pongalur,A.Vadamalaipalayam,,,Panchayat,,002,Amaravathy 1,Amaravathy,GGN,PE,58F05,10.89194,77.34833,,,F,Public Supply,NilNil,PE,FALSE,No,On the South side of the village near a Banyan Tree.,16,1.059999943,370,FALSE,,,Archaean,Vadamalaivellar,,,Rural,,
63411,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Puliyampatty,,,Panchayat,,002,Noyyal 3,Noyyal,GGN,PE,58F01,10.93444,77.21833,,,F,Public Supply,Nil,PE,FALSE,No,East side of the village.,13.80000019,0.75,417,FALSE,,,Archaean,Puliampatti,,,Rural,,
63413,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Sitrambalam,,,Panchayat,,002,Noyyal 3,Noyyal,GGN,PE,58F05,10.93445,77.27728,,,F,Public Supply,Nil,PE,FALSE,No,Palladam - Udumalpet Raod - Near Elementary School.,7,1.059999943,410,FALSE,,,Archaean,Pulliappanpalay,,,Rural,,
63416,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Pongalur,V.Kallipalayam,,,Panchayat Well,,002,Amaravathy 1,Amaravathy,GGN,PE,58F05,10.9375,77.33639,,,F,Domestic,Nil,PE,FALSE,No,Near Mariamman koil,30.20000076,0.75999999,398,FALSE,,,Archaean,Thutheripalayam,,,Rural,,
63417,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Pongalur,Pongalur,,,Panchayat,,002,Amaravathy 1,Amaravathy,GNS,PE,58F05,10.97357,77.37065,,,F,Domestic,Nil,PE,FALSE,No,"Northern side of the Road, near the school play ground.",30.39999962,0.910000026,371,FALSE,,,Archaean,Pongalur (Schoo,,,Rural,,
63418,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Tiruppur,Mudalipalayam,,,Panchayat,,002,Amaravathy 1,Amaravathy,GNS,PE,58F05,10.92372,77.40978,,,F,Domestic,,PE,FALSE,,On the Pollachi -Kangayem Road.,13.39999962,0.899999976,335,FALSE,,,Archaean,Semmandampalaya,,,Rural,,
63420-A,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Tiruppur South,Pongalur,South Avinasipalayam,,,Panjayat,,002,Amaravathy1,Amaravathy,GGN,PE,58F5,10.94351,77.43909,,,F,Domestic,Nil,PE,FALSE,Nil,Near the town bus stand terminus,20.60000038,0.800000012,320,FALSE,,,Archaean,Koduvai,,,Rural,,
63421,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Kodangipalayam,,,Public,,002,Noyyal,Noyyal,GNS,PE,58E4,11.01494,77.1879,,,F,Domestic,Nil,PE,FALSE,No,About 200m  form pallatam  main road( water supply  well of Kodangipalayam  village)63421,22.10000038,0.400000006,379,FALSE,,,Archaean,Karanampettai,,,Rural,,
63422,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Pongalur,Madampoor,,,Panchayat,,002,Noyyal,Noyyal,GNS,PE,58F5,10.97974,77.32195,,,F,Domestic,Nil,PE,FALSE,No,By  road  side  adjacent  to co-oparative Bnilding Behind Kathavelai andarvar  kovil 63422,13,0.75,379,FALSE,,,Archaean,Mathappur,,,Rural,,
63423,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Puliyampatty,,,Panchayat  Police Quartes,,002,Noyyal,Noyyal,CNK,PE,58F5,10.99851,77.27199,,,F,Domestic,Nil,PE,FALSE,No,Northern   side of the CBE to tiruchi  Road,25,0.779999971,379,FALSE,,,Archaean,Palladam Anna N,,,Rural,,
63424,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Annupatty,,,Panchayat,,002,Noyyal,Noyyal,CNK,PE,58F1,10.95861,77.24056,,,F,Domestic,Nil,PE,FALSE,No,PALLADAM-POLLACHI ROAD NEAR TANK OF THE VILLAGE63424,21.5,0.850000024,417,FALSE,,,Archaean,Anupatti,,,Rural,,
63425,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Sitrambalam,,,Panchayat,,002,Amaravathy,Amaravathy,CNK,PE,58F2,10.95473,77.29416,,,F,Public Supply,Nil,PE,FALSE,No,Near to Sithampalampudur check dam,28.79999924,0.850000024,407,FALSE,,,Archaean,Sithampalampudu,,,Rural,,
63426,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Pongalur,V.Kallipalayam,,,Panchayat,,002,Amaravathy,Amaravathy,GNS,PE,58F5,10.91293,77.33344,,,F,Domestic,Nil,PE,FALSE,No,Northern side dharapuram palladam road,28.79999924,0.850000024,376,FALSE,,,Archaean,Kallipalayam,,,Rural,,
63427,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Pongalur,Pongalur,,,Animal Hasbandry Departme,,002,Amaravathy,Amaravathy,GNS,PE,58F5,10.97049,77.37392,,,F,Domestic,Nil,PE,FALSE,No,In the animal husbandary Compound (63427),31,0.75999999,371,FALSE,,,Archaean,Pongalur Vh,,,Rural,,
63428,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Pongalur,Kattur,,,Panchayat,,002,Amaravathy,Amaravathy,GNS,PE,58F5,10.9111,77.3958,,,NF,Domestic,Nil,PE,FALSE,No,In between elemantry school and ganesh temple,16,1,346,FALSE,,,Archaean,Vellanatham,,,Rural,,
63448,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Palladam,Palladam,Samalapuram,,,Panchayat,,002,noyyal,noyyal,GNS,PE,58E4,11.07721,77.21545,,,F,Domestic,Nil,PE,FALSE,,Near kongu Ilaingar mandapam,44,0.699999988,340,FALSE,,,Archaean,Kalipalayam,,,Rural,,
63501,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Kundadam,Munduvelampatti,,,Panchayat,,002,Amaravathy,Dharapuram,GNS,PE,58E6,10.7119,77.32771,,,F,Domestic,,PE,FALSE,,oppsite to the Mariamman Koil.,24.95000076,0.910000026,337,FALSE,,,Archaean,Munduvelampatty,01-07-1971,,Rural,Every month,NO
63502,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Ponnapuram,,,Panchayat,,002,Amaravathy,Dharapuram,GNS,PE,58F6,10.68565,77.35548,,,F,Public Supply,,PE,FALSE,,Very near to the overhead tank,13.75,0.910000026,345,FALSE,,,archaean,Dasarapatty,01-07-1971,,Rural,Every month,NO
63503,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Ponnapuram,,,Panchayat Well,,002,Amaravathy,Dharapuram,GNS,PE,58F6,10.69777,77.39007,,,F,Public Supply,,PE,FALSE,,Southern side nearyly 100' tt the post office,21.89999962,0.829999983,329,FALSE,,,Archaean,Ponnapuram,01-07-1971,,Rural,Every month,NO
63504,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Chinnaputhur,,,Panchayat Well,,002,Amaravathy,Dharapuram,GNS,PE,58F6,10.72278,77.45893,,,F,Public Supply,,PE,FALSE,,Towards north from main road,12.69999981,0.910000026,287,FALSE,,,Archaean,Reddipalayam,01-07-1971,,Rural,Every month,NO
63505,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Thalavai Pattinam,,,P.w.d well,,002,Amaravathy,Dharapuram,GNS,PE,58F6,10.67183,77.48086,,,F,Domestic,,PE,FALSE,,Behind govt high school Inside pwd staff quarters.,12.14999962,0.810000002,264,FALSE,,,Archaean,Dalavaypattinam,01-07-1971,,Rural,Every month,NO
63506,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Dharapuram North,,,Panchayat,,002,Amaravathy,Dharapuram,GNS,PE,58F10,10.73194,77.52592,,,F,Domestic,,PE,FALSE,,Near Police station inside police quarters compound,11.75,0.660000026,260,FALSE,,,Archaean,Dharapuram,01-07-1971,,Rural,Every month,NO
63514,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Suriyanallur,,,Panchayat,,002,Amaravathy,Kundadam,GNS,PE,58F5,10.82061,77.47776,,,NF,Domestic,,PE,FALSE,,In front of Panchayat Union Elementary school.,21.39999962,0.75999999,283,FALSE,,,Archaean,Suriyanallur,01-07-1971,,Rural,Every month,NO
63515,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Dharapuram North,,,Panchayat,,002,Amaravathy,Dharapuram,GNS,PE,58F6,10.776,77.49903,,,F,Domestic,,PE,FALSE,,Behind Mariamman Koil.,13,0.75999999,250,FALSE,,,Archaean,Varapalayam,01-07-1971,,Rural,Every month,NO
63516,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Kannivadi,,,Private,,002,Amaravathy,Dharapuram,GGN,PE,58F9,10.78458,77.52783,,,F,Domestic,,PE,FALSE,,Nearer to the Km stone on Dharapuram to Erode Main road.,10.39999962,0.810000002,241,FALSE,,,Archaenan,Pallapalayam,01-07-1971,,Rural,Every month,NO
63517,OB,Dug Well,"WRD, Tamil Nadu",22,19.Tiruppur,Dharapuram,Dharapuram,Kolathupalayam,,,Panchayat,,002,Amaravathy,Dharapuram,GNS,PE,58F9,10.75905,77.58408,,,F,Domestic,,PE,FALSE,,Nearly a farlong in Southern side of main road near hospital.,21.79999924,1.059999943,238,FALSE,,,Archaean,Kulathupalayam,01-07-1971,,Rural,Every month,NO
